COG,commune,population,subvention_commune,subvention_EPCI_distributed,total_subventions,total_subventions_parHab
47208,Pompogne,195,0,3291,3291,16.9
47209,Pont-du-Casse,4192,199943,95963,295906,70.6
47210,Port-Sainte-Marie,1846,0,17734,17734,9.6
47211,Poudenas,200,0,970,970,4.8
47212,Poussignac,307,0,5181,5181,16.9
47213,Prayssas,995,0,9559,9559,9.6
47214,Puch-d'Agenais,713,0,6850,6850,9.6
47215,Pujols,3776,58960,28937,87897,23.3
47216,Puymiclan,707,0,7315,7315,10.3
47217,Puymirol,903,0,20671,20671,22.9
47218,Puysserampion,256,0,4767,4767,18.6
47219,Rayet,174,0,4443,4443,25.5
47220,Razimet,300,0,2882,2882,9.6
47221,Réaup-Lisse,594,0,2880,2880,4.8
47222,La Réunion,515,0,8690,8690,16.9
47223,Rives,195,0,4979,4979,25.5
47224,Romestaing,158,0,2666,2666,16.9
47225,Roquefort,2091,0,47867,47867,22.9
47226,Roumagne,529,0,9851,9851,18.6
47227,Ruffiac,180,0,3037,3037,16.9
47228,Saint-Antoine-de-Ficalba,714,0,5472,5472,7.7
47229,Saint-Astier,213,0,10493,10493,49.3
47230,Saint-Aubin,389,0,9933,9933,25.5
47231,Saint-Avit,183,0,1893,1893,10.3
47232,Saint-Barthélemy-d'Agenais,530,0,5483,5483,10.3
47233,Sainte-Bazeille,3183,0,32932,32932,10.3
47234,Saint-Caprais-de-Lerm,703,0,16093,16093,22.9
47235,Saint-Colomb-de-Lauzun,474,0,8827,8827,18.6
47236,Sainte-Colombe-de-Duras,100,0,4926,4926,49.3
47237,Sainte-Colombe-de-Villeneuve,498,0,3816,3816,7.7
47238,Sainte-Colombe-en-Bruilhois,1552,0,35528,35528,22.9
47239,Saint-Étienne-de-Fougères,862,0,6606,6606,7.7
47240,Saint-Étienne-de-Villeréal,266,0,6792,6792,25.5
47241,Saint-Eutrope-de-Born,683,0,17440,17440,25.5
47242,Saint-Front-sur-Lémance,501,0,2886,2886,5.8
47244,Sainte-Gemme-Martaillac,383,0,6463,6463,16.9
47245,Saint-Géraud,86,0,4236,4236,49.3
47246,Saint-Hilaire-de-Lusignan,1509,0,34544,34544,22.9
47247,Saint-Jean-de-Duras,255,0,12561,12561,49.3
47248,Saint-Jean-de-Thurac,560,0,12819,12819,22.9
47249,Saint-Laurent,459,0,4410,4410,9.6
47250,Saint-Léger,157,0,1508,1508,9.6
47251,Saint-Léon,326,0,3132,3132,9.6
47252,Sainte-Livrade-sur-Lot,6518,216469,49950,266419,40.9
47253,Sainte-Marthe,657,0,11087,11087,16.9
47254,Saint-Martin-Curton,305,0,5147,5147,16.9
47255,Saint-Martin-de-Beauville,156,0,3571,3571,22.9
47256,Saint-Martin-de-Villeréal,105,0,2681,2681,25.5
47257,Saint-Martin-Petit,624,0,6456,6456,10.3
47258,Sainte-Maure-de-Peyriac,305,0,1479,1479,4.8
47259,Saint-Maurice-de-Lestapel,107,0,2732,2732,25.5
47260,Saint-Maurin,383,0,8768,8768,22.9
47262,Saint-Nicolas-de-la-Balerme,425,0,9729,9729,22.9
47263,Saint-Pardoux-du-Breuil,618,0,6394,6394,10.3
47264,Saint-Pardoux-Isaac,1101,0,20504,20504,18.6
47265,Saint-Pastour,377,0,3042,3042,8.1
47266,Saint-Pé-Saint-Simon,185,0,897,897,4.8
47267,Saint-Pierre-de-Buzet,276,0,2651,2651,9.6
47269,Saint-Pierre-de-Clairac,871,0,19939,19939,22.9
47271,Saint-Pierre-sur-Dropt,358,0,17635,17635,49.3
47272,Saint-Quentin-du-Dropt,185,0,4724,4724,25.5
47273,Saint-Robert,192,0,1471,1471,7.7
47274,Saint-Romain-le-Noble,401,0,9180,9180,22.9
47275,Saint-Salvy,200,0,1921,1921,9.6
47276,Saint-Sardos,292,0,2805,2805,9.6
47277,Saint-Sauveur-de-Meilhan,344,0,3559,3559,10.3
47278,Saint-Sernin,483,0,23793,23793,49.3
47279,Saint-Sixte,356,0,8150,8150,22.9
47280,Saint-Sylvestre-sur-Lot,2388,0,13757,13757,5.8
47281,Saint-Urcisse,245,0,5609,5609,22.9
47282,Saint-Vincent-de-Lamontjoie,226,0,1096,1096,4.8
47283,Saint-Vite,1187,0,6838,6838,5.8
47284,Salles,287,0,7328,7328,25.5
47285,Samazan,855,0,8846,8846,10.3
47286,Sauméjan,87,0,1468,1468,16.9
47287,Saumont,242,0,1173,1173,4.8
47288,Sauvagnas,525,0,12018,12018,22.9
47289,La Sauvetat-de-Savères,482,0,11034,11034,22.9
47290,La Sauvetat-du-Dropt,565,0,10522,10522,18.6
47291,La Sauvetat-sur-Lède,638,0,16291,16291,25.5
47292,Sauveterre-la-Lémance,569,0,3278,3278,5.8
47293,Sauveterre-Saint-Denis,385,0,8813,8813,22.9
47294,Savignac-de-Duras,214,0,10542,10542,49.3
47295,Savignac-sur-Leyze,317,0,8094,8094,25.5
47296,Ségalas,156,0,2905,2905,18.6
47297,Sembas,142,0,1364,1364,9.6
47298,Sénestis,199,0,2059,2059,10.3
47299,Sérignac-Péboudou,176,0,4494,4494,25.5
47300,Sérignac-sur-Garonne,1178,0,26967,26967,22.9
47301,Seyches,1057,0,10936,10936,10.3
47302,Sos,659,0,3195,3195,4.8
47303,Soumensac,224,0,11034,11034,49.3
47304,Taillebourg,65,0,673,673,10.4
47305,Tayrac,380,0,8699,8699,22.9
47306,Le Temple-sur-Lot,1112,0,8974,8974,8.1
47307,Thézac,209,0,1204,1204,5.8
47308,Thouars-sur-Garonne,225,0,1091,1091,4.8
47309,Tombebœuf,448,0,3615,3615,8.1
47310,Tonneins,9461,466522,97885,564407,59.7
47311,Tourliac,140,0,3575,3575,25.5
47312,Tournon-d'Agenais,742,0,4275,4275,5.8
47313,Tourtrès,140,0,1130,1130,8.1
47314,Trémons,404,0,2327,2327,5.8
47315,Trentels,866,0,4989,4989,5.8
47316,Varès,658,0,6808,6808,10.3
47317,Verteuil-d'Agenais,544,0,4390,4390,8.1
47318,Vianne,980,0,4751,4751,4.8
47319,Villebramar,109,0,880,880,8.1
47320,Villefranche-du-Queyran,411,0,6936,6936,16.9
47321,Villeneuve-de-Duras,321,0,15813,15813,49.3
47323,Villeneuve-sur-Lot,22004,619175,168624,787799,35.8
47324,Villeréal,1265,0,32301,32301,25.5
47325,Villeton,474,0,4904,4904,10.3
47326,Virazeil,1696,0,17547,17547,10.3
47327,Xaintrailles,378,0,1833,1833,4.8
47328,Saint-Georges,510,0,2938,2938,5.8
48001,Albaret-le-Comtal,139,1250,5137,6387,45.9
48002,Albaret-Sainte-Marie,557,0,5722,5722,10.3
48003,Allenc,264,8044,5350,13394,50.7
48004,Altier,216,0,4377,4377,20.3
48005,Antrenas,330,5140,7868,13008,39.4
48007,Arzenc-d'Apcher,51,0,1885,1885,37.0
48008,Arzenc-de-Randon,189,1400,2226,3626,19.2
48009,Peyre en Aubrac,2304,109476,85146,194622,84.5
48010,Auroux,365,5000,3270,8270,22.7
48012,Les Monts-Verts,315,0,11641,11641,37.0
48013,Badaroux,960,25301,37871,63172,65.8
48015,Pied-de-Borne,197,0,3992,3992,20.3
48016,Balsièges,587,2990,23156,26146,44.5
48017,Banassac-Canilhac,1069,6600,37959,44559,41.7
48018,Barjac,791,6384,31204,37588,47.5
48019,Barre-des-Cévennes,200,0,4905,4905,24.5
48020,Bassurels,63,580,3431,4011,63.7
48021,La Bastide-Puylaurent,178,0,3607,3607,20.3
48025,Les Bessons,424,0,4355,4355,10.3
48026,Blavignac,257,0,2640,2640,10.3
48027,Mont Lozère et Goulet,1107,57151,22434,79585,71.9
48028,Les Bondons,141,1000,3458,4458,31.6
48029,Le Born,156,2094,6154,8248,52.9
48030,Brenoux,388,5800,7863,13663,35.2
48031,Brion,86,10987,3178,14165,164.7
48032,Le Buisson,221,7400,5269,12669,57.3
48034,La Canourgue,2095,244654,74392,319046,152.3
48036,Cassagnas,125,0,3066,3066,24.5
48037,Chadenet,122,2213,2472,4685,38.4
48038,Bel-Air-Val-d'Ance,540,0,4838,4838,9.0
48039,Chanac,1421,75271,50459,125730,88.5
48041,Chastanier,78,200,699,899,11.5
48042,Chastel-Nouvel,932,23425,10977,34402,36.9
48043,Châteauneuf-de-Randon,518,10170,6101,16271,31.4
48044,Chauchailles,80,4128,2956,7084,88.6
48045,Chaudeyrac,288,1900,3392,5292,18.4
48046,Chaulhac,59,0,606,606,10.3
48048,Cheylard-l'Évêque,64,1200,573,1773,27.7
48050,Bédouès-Cocurès,448,2950,10988,13938,31.1
48051,Le Collet-de-Dèze,678,9215,36927,46142,68.1
48053,Cubières,189,0,3830,3830,20.3
48054,Cubiérettes,45,1110,912,2022,44.9
48055,Cultures,197,0,6995,6995,35.5
48056,Esclanèdes,428,390,15198,15588,36.4
48058,La Fage-Montivernoux,133,3103,4915,8018,60.3
48059,La Fage-Saint-Julien,303,0,3112,3112,10.3
48061,Florac Trois Rivières,2111,90155,51776,141931,67.2
48063,Fontans,227,0,2332,2332,10.3
48064,Fournels,369,2400,13637,16037,43.5
48065,Fraissinet-de-Fourques,82,2250,2011,4261,52.0
48067,Gabriac,102,2280,5555,7835,76.8
48068,Gabrias,159,0,3791,3791,23.8
48069,Gatuzières,52,2100,1275,3375,64.9
48070,Grandrieu,742,20450,8739,29189,39.3
48071,Grandvals,59,1400,2180,3580,60.7
48072,Grèzes,209,0,4983,4983,23.8
48073,Les Hermaux,103,0,3657,3657,35.5
48074,Hures-la-Parade,232,0,5690,5690,24.5
48075,Ispagnac,897,26500,22001,48501,54.1
48077,Julianges,48,780,493,1273,26.5
48079,Lajo,117,0,1202,1202,10.3
48080,Langogne,2860,99541,25622,125163,43.8
48081,Lanuéjols,370,7350,7498,14848,40.1
48082,Laubert,102,3150,2067,5217,51.1
48083,Les Laubies,151,1060,1778,2838,18.8
48085,Laval-du-Tarn,103,2000,3657,5657,54.9
48086,Luc,207,1300,1854,3154,15.2
48087,Prinsuéjols-Malbouzon,250,3560,9239,12799,51.2
48088,La Malène,131,0,3213,3213,24.5
48089,Le Malzieu-Forain,491,0,5044,5044,10.3
48090,Le Malzieu-Ville,743,50485,7632,58117,78.2
48091,Marchastel,45,110,1663,1773,39.4
48092,Marvejols,4752,200861,113293,314154,66.1
48094,Massegros Causses Gorges,936,23460,33237,56697,60.6
48095,Mende,12322,390592,486085,876677,71.1
48096,Meyrueis,778,70380,19082,89462,115.0
48097,Moissac-Vallée-Française,217,3830,11819,15649,72.1
48098,Molezon,97,5820,5283,11103,114.5
48099,Bourgs sur Colagne,2077,0,49518,49518,23.8
48100,Montbel,147,2070,2979,5049,34.3
48103,Montrodat,1168,4900,27846,32746,28.0
48104,Nasbinals,576,46561,21286,67847,117.8
48105,Naussac-Fontanes,368,8330,3297,11627,31.6
48106,Noalhac,95,170,3511,3681,38.7
48107,Palhers,192,0,4578,4578,23.8
48108,La Panouse,86,3195,1013,4208,48.9
48110,Paulhac-en-Margeride,92,0,945,945,10.3
48111,Pelouse,229,2565,9034,11599,50.7
48112,Pierrefiche,160,720,1884,2604,16.3
48115,Le Pompidou,182,0,9912,9912,54.5
48116,Pont de Montvert - Sud Mont Lozère,537,0,29247,29247,54.5
48117,Pourcharesses,128,6481,2594,9075,70.9
48119,Prévenchères,270,0,5472,5472,20.3
48121,Prunières,226,0,2321,2321,10.3
48123,Recoules-d'Aubrac,164,0,6061,6061,37.0
48124,Recoules-de-Fumas,99,0,2360,2360,23.8
48126,Lachamp-Ribennes,375,1200,4417,5617,15.0
48127,Monts-de-Randon,1209,52156,14240,66396,54.9
48128,Rimeize,614,0,6307,6307,10.3
48129,Rocles,242,2250,2168,4418,18.3
48130,Rousses,119,1400,2919,4319,36.3
48131,Le Rozier,128,0,1323,1323,10.3
48132,Saint-Alban-sur-Limagnole,1378,23323,14155,37478,27.2
48135,Saint-André-Capcèze,205,0,4154,4154,20.3
48136,Saint-André-de-Lancize,163,0,8878,8878,54.5
48137,Saint-Bauzile,590,4400,23275,27675,46.9
48138,Saint-Bonnet-de-Chirac,72,0,1717,1717,23.8
48139,Saint Bonnet-Laval,258,2550,2311,4861,18.8
48140,Saint-Chély-d'Apcher,4025,143750,41345,185095,46.0
48141,Mas-Saint-Chély,102,3350,2502,5852,57.4
48144,Sainte-Croix-Vallée-Française,305,0,16612,16612,54.5
48145,Saint-Denis-en-Margeride,142,1600,1672,3272,23.0
48146,Gorges du Tarn Causses,901,34313,22099,56412,62.6
48147,Saint-Étienne-du-Valdonnez,641,4700,12990,17690,27.6
48148,Saint-Étienne-Vallée-Française,494,12087,26905,38992,78.9
48149,Sainte-Eulalie,36,0,370,370,10.3
48150,Saint-Flour-de-Mercoire,185,0,1657,1657,9.0
48151,Saint-Frézal-d'Albuges,61,0,1236,1236,20.3
48152,Ventalon en Cévennes,258,0,14052,14052,54.5
48153,Saint-Gal,89,1050,1048,2098,23.6
48155,Saint-Germain-de-Calberte,477,0,25979,25979,54.5
48156,Saint-Germain-du-Teil,860,0,30538,30538,35.5
48157,Sainte-Hélène,97,960,1966,2926,30.2
48158,Saint-Hilaire-de-Lavit,101,450,5501,5951,58.9
48160,Saint-Jean-la-Fouillouse,126,850,1484,2334,18.5
48161,Saint-Juéry,54,1611,1996,3607,66.8
48163,Saint-Julien-des-Points,119,0,6481,6481,54.5
48165,Saint-Laurent-de-Muret,191,0,4554,4554,23.8
48166,Cans et Cévennes,288,0,7064,7064,24.5
48167,Saint-Laurent-de-Veyrès,34,400,1256,1656,48.7
48168,Saint-Léger-de-Peyre,188,1960,4482,6442,34.3
48169,Saint-Léger-du-Malzieu,211,0,2167,2167,10.3
48170,Saint-Martin-de-Boubaux,194,0,10566,10566,54.5
48171,Saint-Martin-de-Lansuscle,192,0,10457,10457,54.5
48173,Saint-Michel-de-Dèze,227,0,12363,12363,54.5
48174,Saint-Paul-le-Froid,134,2870,1578,4448,33.2
48175,Saint-Pierre-de-Nogaret,174,0,6179,6179,35.5
48176,Saint-Pierre-des-Tripiers,96,3870,2355,6225,64.8
48177,Saint-Pierre-le-Vieux,314,0,3225,3225,10.3
48178,Saint-Privat-de-Vallongue,248,2150,13507,15657,63.1
48179,Saint-Privat-du-Fau,113,0,1161,1161,10.3
48181,Saint-Saturnin,58,1400,2060,3460,59.7
48182,Saint-Sauveur-de-Ginestoux,60,500,707,1207,20.1
48185,Les Salelles,166,0,5895,5895,35.5
48187,Les Salces,90,0,3196,3196,35.5
48188,Serverette,249,2300,2558,4858,19.5
48190,Termes,219,0,8093,8093,37.0
48191,La Tieule,95,0,3373,3373,35.5
48192,Trélans,89,4050,3160,7210,81.0
48193,Vebron,225,9310,5519,14829,65.9
48194,Vialas,447,29780,24346,54126,121.1
48198,Villefort,617,33440,12504,45944,74.5
49002,Allonnes,2925,84875,28498,113373,38.8
49003,Tuffalun,1734,0,16894,16894,9.7
49007,Angers,157555,14676676,2550527,17227203,109.3
49008,Angrie,917,6390,915,7305,8.0
49009,Antoigné,450,2357,4384,6741,15.0
49010,Armaillé,317,0,316,316,1.0
49011,Artannes-sur-Thouet,410,7815,3995,11810,28.8
49012,Aubigné-sur-Layon,349,0,6928,6928,19.9
49015,Avrillé,15225,453249,246465,699714,46.0
49017,Baracé,629,0,4812,4812,7.7
49018,Baugé-en-Anjou,11747,509630,41048,550678,46.9
49020,Beaucouzé,5618,388153,90945,479098,85.3
49021,Beaufort-en-Anjou,6893,124578,24086,148664,21.6
49022,Beaulieu-sur-Layon,1346,26048,26721,52769,39.2
49023,Beaupréau-en-Mauges,23887,1377242,226760,1604002,67.1
49026,Bécon-les-Granits,2781,8967,80597,89564,32.2
49027,Bégrolles-en-Mauges,2115,16797,87885,104682,49.5
49028,Béhuard,119,0,1926,1926,16.2
49029,Blaison-Saint-Sulpice,1317,3520,26145,29665,22.5
49030,Blou,938,0,9139,9139,9.7
49035,Bouchemaine,6635,135172,107408,242580,36.6
49036,Bouillé-Ménard,775,0,773,773,1.0
49038,Bourg-l'Évêque,236,0,235,235,1.0
49041,Brain-sur-Allonnes,2078,44665,20246,64911,31.2
49045,La Breille-les-Pins,617,0,6011,6011,9.7
49048,Briollay,3193,309533,51689,361222,113.1
49050,Brissac Loire Aubance,11000,443816,218375,662191,60.2
49053,Brossay,348,7262,3391,10653,30.6
49054,Candé,2815,71722,2808,74530,26.5
49055,Cantenay-Épinard,2397,81580,38803,120383,50.2
49056,Carbay,276,0,275,275,1.0
49057,Cernusson,329,0,13671,13671,41.6
49058,Les Cerqueux,892,37268,37065,74333,83.3
49060,Bellevigne-les-Châteaux,3450,41445,33613,75058,21.8
49061,Challain-la-Potherie,811,6432,809,7241,8.9
49063,Chalonnes-sur-Loire,6541,254872,129854,384726,58.8
49064,Chambellay,409,0,11853,11853,29.0
49067,Chenillé-Champteussé,341,0,9883,9883,29.0
49068,Champtocé-sur-Loire,1837,11264,36469,47733,26.0
49070,Chanteloup-les-Bois,712,17352,29586,46938,65.9
49076,La Chapelle-Saint-Laud,820,0,6274,6274,7.7
49080,Les Hauts-d'Anjou,8712,85769,252484,338253,38.8
49082,Chaudefonds-sur-Layon,941,7134,18681,25815,27.4
49086,Terranjou,3885,319147,77126,396273,102.0
49089,Chazé-sur-Argos,1067,10604,1064,11668,10.9
49090,Cheffes,1036,0,7926,7926,7.7
49092,Chemillé-en-Anjou,21550,1634015,204575,1838590,85.3
49099,Cholet,54074,1907360,2246941,4154301,76.8
49100,Cizay-la-Madeleine,473,759,4608,5367,11.3
49102,Cléré-sur-Layon,345,0,14336,14336,41.6
49107,Cornillé-les-Caves,481,0,3680,3680,7.7
49109,Coron,1575,24646,65446,90092,57.2
49110,Corzé,1982,0,15164,15164,7.7
49112,Le Coudray-Macouard,935,0,9110,9110,9.7
49113,Courchamps,530,0,5164,5164,9.7
49114,Courléon,140,0,1364,1364,9.7
49120,Denée,1448,14736,28746,43482,30.0
49121,Dénezé-sous-Doué,442,11582,4306,15888,35.9
49123,Distré,1812,0,17654,17654,9.7
49125,Doué-en-Anjou,11227,368766,109383,478149,42.6
49126,Orée d'Anjou,16975,727564,161144,888708,52.4
49127,Durtal,3376,85014,25829,110843,32.8
49129,Écouflant,4614,108936,74692,183628,39.8
49130,Écuillé,661,1850,10700,12550,19.0
49131,Épieds,719,1821,7005,8826,12.3
49132,Étriché,1567,0,11989,11989,7.7
49135,Feneu,2216,17867,35873,53740,24.3
49138,Les Bois d'Anjou,2531,0,8844,8844,3.5
49140,Fontevraud-l'Abbaye,1477,0,14390,14390,9.7
49155,Grez-Neuville,1437,16380,41646,58026,40.4
49160,Ingrandes-le-Fresne-sur-Loire,3069,47761,37496,85257,27.8
49161,La Jaille-Yvon,343,0,9941,9941,29.0
49163,Jarzé Villages,2792,0,21361,21361,7.7
49167,Les Garennes sur Loire,4670,350082,92710,442792,94.8
49170,Juvardeil,828,0,23996,23996,29.0
49171,La Lande-Chasles,119,0,1159,1159,9.7
49174,Huillé-Lézigné,1304,0,9977,9977,7.7
49176,Le Lion-d'Angers,5343,104377,154846,259223,48.5
49178,Loiré,884,0,882,882,1.0
49180,Longué-Jumelles,6583,118618,64137,182755,27.8
49182,Louresse-Rochemenier,895,32071,8720,40791,45.6
49183,Val d'Erdre-Auxence,4967,312172,143949,456121,91.8
49188,Marcé,846,0,6473,6473,7.7
49192,Maulévrier,3206,81141,133219,214360,66.9
49193,Le May-sur-Èvre,3878,51312,161143,212455,54.8
49194,Mazé-Milon,5770,54660,20162,74822,13.0
49195,Mazières-en-Mauges,1257,30132,52232,82364,65.5
49200,Longuenée-en-Anjou,6453,242641,104462,347103,53.8
49201,La Ménitré,2057,0,7188,7188,3.5
49205,Miré,1050,0,30430,30430,29.0
49209,Montigné-lès-Rairies,433,0,3313,3313,7.7
49211,Montilliers,1229,45941,51069,97010,78.9
49214,Montreuil-Juigné,7811,412223,126446,538669,69.0
49215,Montreuil-Bellay,3716,225695,36204,261899,70.5
49216,Montreuil-sur-Loir,565,0,4323,4323,7.7
49217,Montreuil-sur-Maine,792,0,22953,22953,29.0
49218,Montrevault-sur-Èvre,15684,295498,148889,444387,28.3
49219,Montsoreau,416,0,4053,4053,9.7
49220,Morannes sur Sarthe-Daumeray,3694,46899,28262,75161,20.3
49221,Mouliherne,800,4100,7794,11894,14.9
49222,Mozé-sur-Louet,2033,19333,40360,59693,29.4
49223,Mûrs-Erigné,6172,99730,99913,199643,32.3
49224,Neuillé,1011,23199,9850,33049,32.7
49228,Noyant-Villages,5473,241508,19125,260633,47.6
49231,Nuaillé,1454,10887,60418,71305,49.0
49235,Parnay,377,0,3673,3673,9.7
49236,Passavant-sur-Layon,128,0,5319,5319,41.6
49237,La Pellerine,137,0,479,479,3.5
49240,La Plaine,1016,15975,42218,58193,57.3
49241,Le Plessis-Grammoire,2649,17213,42882,60095,22.7
49244,Mauges-sur-Loire,18514,802705,175754,978459,52.8
49246,Les Ponts-de-Cé,12863,361739,208228,569967,44.3
49247,La Possonnière,2478,308341,49194,357535,144.3
49248,Ombrée d'Anjou,8811,375925,8788,384713,43.7
49253,Le Puy-Notre-Dame,1089,0,10610,10610,9.7
49257,Les Rairies,1043,0,7980,7980,7.7
49259,Rochefort-sur-Loire,2332,35680,46296,81976,35.2
49260,La Romagne,2012,48732,83605,132337,65.8
49261,Gennes-Val-de-Loire,8452,1700,82347,84047,9.9
49262,Rou-Marson,644,9423,6274,15697,24.4
49266,Saint-Augustin-des-Bois,1283,0,37183,37183,29.0
49267,Saint-Barthélemy-d'Anjou,9496,429491,153723,583214,61.4
49269,Saint-Christophe-du-Bois,2843,32808,118135,150943,53.1
49271,Saint-Clément-de-la-Place,2139,0,34626,34626,16.2
49272,Saint-Clément-des-Levées,1127,0,10980,10980,9.7
49278,Sainte-Gemmes-sur-Loire,3617,397902,58553,456455,126.2
49283,Saint-Georges-sur-Loire,3787,76680,75181,151861,40.1
49284,Saint-Germain-des-Prés,1396,15400,27714,43114,30.9
49288,Saint-Jean-de-la-Croix,225,0,4467,4467,19.9
49291,Saint-Just-sur-Dive,386,1050,3761,4811,12.5
49292,Val-du-Layon,3508,40730,69642,110372,31.5
49294,Saint-Lambert-la-Potherie,2961,28480,47933,76413,25.8
49298,Saint-Léger-de-Linières,3860,64653,62486,127139,32.9
49299,Saint-Léger-sous-Cholet,3099,31108,128773,159881,51.6
49301,Sèvremoine,25764,2342412,244579,2586991,100.4
49302,Saint-Macaire-du-Bois,442,0,4306,4306,9.7
49306,Saint-Martin-du-Fouilloux,1693,25848,27407,53255,31.5
49307,Loire-Authion,16588,1162124,268529,1430653,86.2
49308,Saint-Melaine-sur-Aubance,2209,29105,43854,72959,33.0
49310,Saint-Paul-du-Bois,600,36769,24932,61701,102.8
49311,Saint-Philbert-du-Peuple,1319,0,12851,12851,9.7
49323,Verrières-en-Anjou,7946,538153,128631,666784,83.9
49326,Sarrigné,891,2548,14424,16972,19.0
49328,Saumur,26074,1321127,254035,1575162,60.4
49329,Savennières,1351,31861,21870,53731,39.8
49330,Sceaux-d'Anjou,1161,8920,33647,42567,36.7
49331,Segré-en-Anjou Bleu,17617,593285,17571,610856,34.7
49332,La Séguinière,4199,128313,174481,302794,72.1
49333,Seiches-sur-le-Loir,2853,48297,21828,70125,24.6
49334,Sermaise,341,0,2609,2609,7.7
49336,Somloire,875,13377,36359,49736,56.8
49338,Soulaines-sur-Aubance,1344,12561,21757,34318,25.5
49339,Soulaire-et-Bourg,1477,10961,23910,34871,23.6
49341,Souzay-Champigny,691,14480,6732,21212,30.7
49343,La Tessoualle,3178,0,132056,132056,41.6
49344,Thorigné-d'Anjou,1238,0,35879,35879,29.0
49345,Bellevigne-en-Layon,5874,453068,116612,569680,97.0
49347,Tiercé,4498,147912,34414,182326,40.5
49352,Toutlemonde,1316,19439,54684,74123,56.3
49353,Trélazé,15620,417309,252859,670168,42.9
49355,Trémentines,3078,31625,127900,159525,51.8
49358,Turquant,569,8348,5544,13892,24.4
49359,Les Ulmes,553,0,5388,5388,9.7
49361,Varennes-sur-Loire,1924,0,18745,18745,9.7
49362,Varrains,1282,0,12490,12490,9.7
49364,Vaudelnay,1122,0,10931,10931,9.7
49367,Erdre-en-Anjou,5784,35554,167627,203181,35.1
49368,Vernantes,2006,0,19544,19544,9.7
49369,Vernoil-le-Fourrier,1330,0,12958,12958,9.7
49370,Verrie,459,4174,4472,8646,18.8
49371,Vezins,1750,9975,72718,82693,47.3
49373,Lys-Haut-Layon,7722,295311,320873,616184,79.8
49374,Villebernier,1462,0,14244,14244,9.7
49377,Rives-du-Loir-en-Anjou,5642,226690,91334,318024,56.4
49378,Vivy,2599,123188,25322,148510,57.1
49381,Yzernay,1829,135331,76001,211332,115.5
50002,Agneaux,4266,35904,63095,98999,23.2
50003,Agon-Coutainville,3013,0,87178,87178,28.9
50004,Airel,527,0,7794,7794,14.8
50006,Amigny,153,0,2263,2263,14.8
50008,Anctoville-sur-Boscq,438,0,10600,10600,24.2
50013,Anneville-en-Saire,376,4529,11827,16356,43.5
50016,Appeville,193,0,1046,1046,5.4
50019,Aucey-la-Plaine,413,0,10162,10162,24.6
50021,Audouville-la-Hubert,76,0,412,412,5.4
50022,Aumeville-Lestre,125,500,3932,4432,35.5
50023,Auvers,689,0,3734,3734,5.4
50024,Auxais,173,0,3615,3615,20.9
50025,Avranches,10225,384210,251579,635789,62.2
50026,Azeville,77,0,2422,2422,31.5
50027,Bacilly,935,0,23005,23005,24.6
50028,La Baleine,106,0,3067,3067,28.9
50029,Barenton,1166,0,28689,28689,24.6
50030,Barfleur,545,16200,17143,33343,61.2
50031,Barneville-Carteret,2181,154573,68602,223175,102.3
50032,La Barre-de-Semilly,1033,0,15278,15278,14.8
50033,Baubigny,134,3129,4215,7344,54.8
50034,Baudre,595,0,8800,8800,14.8
50036,Baupte,428,0,2319,2319,5.4
50038,Beauchamps,438,0,10600,10600,24.2
50039,Beaucoudray,136,0,2011,2011,14.8
50040,Beauficel,119,0,2928,2928,24.6
50041,La Hague,11444,2531777,359966,2891743,252.7
50042,Beauvoir,435,0,10703,10703,24.6
50044,Belval,334,0,9664,9664,28.9
50045,Benoîtville,612,0,19250,19250,31.5
50046,Bérigny,442,0,6537,6537,14.8
50048,Beslon,550,0,9293,9293,16.9
50049,Besneville,662,0,20823,20823,31.5
50050,Beuvrigny,130,0,1923,1923,14.8
50052,Beuzeville-la-Bastille,147,0,797,797,5.4
50054,Biéville,196,0,2899,2899,14.8
50055,Biniville,116,0,3649,3649,31.5
50058,Blainville-sur-Mer,1604,0,46410,46410,28.9
50059,Blosville,322,0,1745,1745,5.4
50060,La Bloutière,430,0,7266,7266,16.9
50062,Boisyvon,100,0,1690,1690,16.9
50064,La Bonneville,176,0,5536,5536,31.5
50066,Jullouville,2401,0,58109,58109,24.2
50069,Bourguenolles,343,0,5796,5796,16.9
50070,Boutteville,59,0,320,320,5.4
50072,Brainville,213,0,6163,6163,28.9
50074,Brécey,2166,0,53293,53293,24.6
50076,Bréhal,3480,62042,84223,146265,42.0
50077,Bretteville,1006,0,31643,31643,31.5
50078,Bretteville-sur-Ay,436,0,9110,9110,20.9
50079,Breuville,405,850,12739,13589,33.6
50081,Bréville-sur-Mer,785,0,18999,18999,24.2
50082,Bricquebec-en-Cotentin,5888,235425,185204,420629,71.4
50083,Bricquebosq,638,3000,20068,23068,36.2
50084,Bricqueville-la-Blouette,533,0,15422,15422,28.9
50085,Bricqueville-sur-Mer,1263,0,30567,30567,24.2
50086,Brillevast,321,300,10097,10397,32.4
50087,Brix,2146,0,67501,67501,31.5
50088,Brouains,140,0,3445,3445,24.6
50090,Buais-Les-Monts,612,0,15058,15058,24.6
50092,Cambernon,693,0,20051,20051,28.9
50093,Cametours,435,0,12586,12586,28.9
