Type,Code,Français,Etrangers,Ensemble,Français de naissance,Français par acquisition,Portugais,Italiens,Espagnols,Autres nationalités de l'UE,Autres nationalités d'Europe,Algériens,Marocains,Tunisiens,Autres nationalités d'Afrique,Turcs,Autres nationalités
com-,51635,109,0,109,106.26,2.74,0,0,0,0,0,0,0,0,0,0,0
com-,79085,127,6,133,125.14,1.86,0.86,0.07,0.43,0.9,1.79,0.11,0.26,0.07,0.91,0.04,0.56
com-,80203,83,0,83,82.03,0.97,0,0,0,0,0,0,0,0,0,0,0
com-,84083,2465,65,2530,2344.69,120.31,3.23,3.74,9.28,9.27,3.5,3.48,22.23,2.5,2,1.9,3.85
com-,36127,1531,26,1557,1496.03,34.97,2.12,0.89,0.58,3.81,4.72,1.79,2.61,0.48,4.48,0.49,4.04
com-,76108,14068,429,14497,13746.82,321.18,35.03,12.87,9.76,29.81,22.47,67.62,56.39,25.1,100,18.52,51.43
com-,37156,10973,288,11261,10667.99,305.01,62.69,7.94,5.19,28.73,31.13,27.79,22.41,6.32,54.27,5.95,35.56
com-,80048,66,0,66,65.23,0.77,0,0,0,0,0,0,0,0,0,0,0
com-,14277,2016,24,2040,1980.46,35.54,1.57,0.75,0.49,3.48,3.7,1.84,1.53,0.93,4.43,1.27,4.02
com-,39119,85,0,85,82.37,2.63,0,0,0,0,0,0,0,0,0,0,0
com-,27405,101,0,101,98.15,2.85,0,0,0,0,0,0,0,0,0,0,0
com-,19215,111,5,116,107.68,3.32,1,0.15,0.17,0.71,0.71,0.18,0.6,0.08,0.47,0.46,0.48
com-,41172,227,1,228,220.01,6.99,0.18,0.02,0.03,0.07,0.06,0.06,0.13,0.02,0.19,0.12,0.11
com-,82073,938,32,970,902.79,35.21,5.01,0.97,3.3,7.2,4.86,0.94,5.61,0.41,1.48,0.21,2
com-,40164,314,7,321,305.65,8.35,2.48,0.19,0.85,1.06,0.62,0.13,0.45,0.07,0.51,0.02,0.62
com-,30326,1952,80,2032,1872.16,79.84,7.77,3.15,8.21,14.76,6.41,7.71,20.27,1.41,2.89,1.67,5.74
com-,59413,550,2,552,535.11,14.89,0.13,0.12,0.05,0.44,0.07,0.37,0.35,0.05,0.22,0.03,0.18
com-,8070,396,1,397,384.82,11.18,0.06,0.06,0.02,0.38,0.04,0.16,0.06,0.01,0.07,0.06,0.07
com-,70306,478,1,479,465.94,12.06,0.12,0.04,0.02,0.12,0.14,0.07,0.15,0.01,0.1,0.11,0.12
com-,59034,2536,39,2575,2467.32,68.68,2.57,2.29,0.98,8.6,1.3,7.12,6.73,1.01,4.23,0.61,3.55
com-,89271,101,7,108,96.84,4.16,1.16,0.2,0.22,0.61,0.5,0.36,1.08,0.47,1.24,0.46,0.7
com-,39346,106,3,109,102.71,3.29,0.56,0.13,0.09,0.21,0.51,0.23,0.31,0.05,0.26,0.43,0.21
com-,35260,558,4,562,548.91,9.09,0.35,0.11,0.16,0.66,0.47,0.17,0.28,0.12,0.82,0.12,0.74
com-,60629,193,2,195,184.12,8.88,0.3,0.07,0.06,0.14,0.08,0.2,0.25,0.06,0.46,0.14,0.23
com-,72042,2113,8,2121,2083.23,29.77,0.95,0.18,0.26,0.94,0.87,0.43,0.73,0.25,2.22,0.28,0.89
com-,87174,1224,11,1235,1198.62,25.38,0.97,0.11,0.21,1.65,5.45,0.48,0.32,0.04,0.69,0.2,0.89
com-,2494,130,0,130,127.07,2.93,0,0,0,0,0,0,0,0,0,0,0
com-,40136,146,2,148,142.12,3.88,0.71,0.05,0.24,0.3,0.18,0.04,0.13,0.02,0.15,0.01,0.18
com-,80828,47,0,47,46.45,0.55,0,0,0,0,0,0,0,0,0,0,0
com-,41132,305,3,308,295.61,9.39,0.54,0.06,0.1,0.2,0.18,0.19,0.4,0.07,0.56,0.37,0.32
com-,17099,691,3,694,680.28,10.72,0.46,0.07,0.1,0.61,0.71,0.09,0.14,0.06,0.35,0.06,0.35
com-,80008,901,3,904,890.44,10.56,0.48,0.07,0.11,0.55,0.25,0.2,0.23,0.16,0.45,0.15,0.34
com-,72231,5301,66,5367,5226.31,74.69,7.87,1.45,2.12,7.76,7.21,3.54,5.98,2.05,18.32,2.33,7.36
com-,16335,118,6,124,115.4,2.6,0.55,0.08,0.14,0.76,2.29,0.3,0.33,0.15,0.76,0.07,0.59
com-,6024,162,6,168,152.97,9.03,0.77,1.1,0.15,1.06,0.78,0.32,0.23,0.7,0.33,0.03,0.53
com-,7074,155,1,156,150.89,4.11,0.13,0.04,0.06,0.22,0.09,0.09,0.13,0.03,0.06,0.05,0.1
com-,63156,55,0,55,53.32,1.68,0,0,0,0,0,0,0,0,0,0,0
com-,77102,145,12,157,133.03,11.97,2.36,0.38,0.3,0.91,0.5,1.05,0.72,0.44,3.23,0.55,1.56
com-,64468,119,2,121,115.27,3.73,0.46,0.05,0.71,0.2,0.16,0.03,0.1,0.01,0.08,0,0.19
com-,61361,160,15,175,156.8,3.2,0.88,0.28,0.24,1.75,2.73,0.82,1.22,0.57,2.18,2.14,2.19
com-,32142,135,3,138,130.64,4.36,0.46,0.09,0.29,0.64,0.78,0.07,0.24,0.04,0.15,0,0.25
com-,2217,962,27,989,940.29,21.71,3.58,0.75,1,3.36,0.95,2.27,3.53,0.92,5.51,1.85,3.29
com-,19141,284,8,292,275.51,8.49,1.6,0.24,0.27,1.13,1.14,0.29,0.96,0.12,0.75,0.74,0.76
com-,59136,6698,148,6846,6516.61,181.39,9.77,8.68,3.71,32.65,4.93,27.03,25.56,3.83,16.04,2.32,13.48
com-,8500,56,1,57,54.42,1.58,0.06,0.06,0.02,0.38,0.04,0.16,0.06,0.01,0.07,0.06,0.07
com-,63013,1004,14,1018,973.39,30.61,4.94,0.5,0.6,1.54,1.17,0.84,0.82,0.24,1.18,0.86,1.31
com-,68223,809,8,817,768.94,40.06,0.69,1,0.28,1.96,1.53,0.51,0.37,0.1,0.29,0.75,0.53
com-,46043,180,5,185,174.71,5.29,0.74,0.14,0.19,1.36,1.31,0.1,0.27,0.04,0.34,0.04,0.47
com-,51497,41,0,41,39.97,1.03,0,0,0,0,0,0,0,0,0,0,0
com-,53011,883,4,887,870.15,12.85,0.19,0.08,0.08,0.46,1.04,0.21,0.27,0.12,1.08,0.05,0.42
com-,62315,339,4,343,334.24,4.76,0.14,0.18,0.08,0.53,0.29,0.63,0.86,0.15,0.59,0.13,0.42
com-,70516,232,0,232,226.15,5.85,0,0,0,0,0,0,0,0,0,0,0
com-,21398,360,7,367,348.16,11.84,1.04,0.38,0.34,0.67,0.85,0.54,0.95,0.12,0.96,0.31,0.84
com-,38006,3729,233,3962,3531.02,197.98,37.11,24.22,9.02,21.58,15.73,36.36,13.35,12.88,22.44,20.52,19.79
com-,25345,647,6,653,619.73,27.27,0.74,0.53,0.22,0.35,1.1,0.78,0.7,0.1,0.37,0.72,0.38
com-,62473,8603,50,8653,8482.09,120.91,1.76,2.28,0.97,6.62,3.6,7.93,10.71,1.88,7.35,1.66,5.25
com-,5108,187,3,190,181.23,5.77,0.3,0.35,0.08,0.57,0.35,0.18,0.17,0.16,0.43,0.12,0.29
com-,54015,235,20,255,224.5,10.5,3.83,1.83,0.53,3.24,1.51,2.13,1.64,0.32,1.66,1.35,1.97
com-,19219,60,0,60,58.21,1.79,0,0,0,0,0,0,0,0,0,0,0
com-,33057,910,45,955,879.24,30.76,9.09,1.3,3.34,5.8,2.91,2.81,6.8,1.03,5.24,2.28,4.4
com-,2283,283,1,284,276.61,6.39,0.13,0.03,0.04,0.12,0.04,0.08,0.13,0.03,0.2,0.07,0.12
com-,34177,350,3,353,335.07,14.93,0.25,0.17,0.35,0.6,0.33,0.2,0.64,0.04,0.15,0.05,0.24
com-,77510,1291,92,1383,1184.41,106.59,18.09,2.95,2.26,6.98,3.83,8.04,5.54,3.38,24.76,4.23,11.95
com-,14559,217,4,221,213.18,3.82,0.26,0.12,0.08,0.58,0.62,0.31,0.25,0.15,0.74,0.21,0.67
com-,64550,832,19,851,805.89,26.11,4.33,0.49,6.77,1.9,1.55,0.31,0.91,0.1,0.76,0.04,1.83
com-,31108,233,25,258,221.83,11.17,3.81,1.25,2.38,3.26,2.04,2.83,2.59,0.75,2.72,0.47,2.9
com-,73092,153,2,155,147.46,5.54,0.36,0.28,0.05,0.27,0.27,0.16,0.11,0.05,0.12,0.16,0.16
com-,77266,765,25,790,701.84,63.16,4.92,0.8,0.62,1.9,1.04,2.19,1.5,0.92,6.73,1.15,3.25
com-,69165,1140,19,1159,1074.6,65.4,2.44,1.39,0.65,1.38,1.35,3.65,1.06,1.66,2.33,1.14,1.94
com-,52094,179,3,182,175.17,3.83,0.27,0.13,0.08,0.37,0.3,0.49,0.24,0.08,0.47,0.16,0.43
com-,62600,156,0,156,153.81,2.19,0,0,0,0,0,0,0,0,0,0,0
com-,80681,303,0,303,299.45,3.55,0,0,0,0,0,0,0,0,0,0,0
com-,27538,517,7,524,502.4,14.6,0.88,0.15,0.2,0.5,0.38,0.61,0.66,0.18,1.91,0.72,0.8
com-,32128,200,6,206,193.54,6.46,0.92,0.17,0.58,1.28,1.56,0.13,0.48,0.08,0.3,0.01,0.5
com-,11180,61,1,62,58.36,2.64,0.1,0.03,0.07,0.24,0.22,0.05,0.12,0.01,0.05,0.01,0.12
com-,45237,129,0,129,122.56,6.44,0,0,0,0,0,0,0,0,0,0,0
com-,79038,1146,29,1175,1129.19,16.81,4.17,0.35,2.07,4.37,8.63,0.53,1.25,0.32,4.41,0.2,2.68
com-,33387,1500,28,1528,1449.29,50.71,5.65,0.81,2.08,3.61,1.81,1.75,4.23,0.64,3.26,1.42,2.74
com-,70387,633,7,640,617.03,15.97,0.85,0.29,0.13,0.87,1.01,0.48,1.02,0.09,0.69,0.76,0.81
com-,70181,136,2,138,132.57,3.43,0.24,0.08,0.04,0.25,0.29,0.14,0.29,0.03,0.2,0.22,0.23
com-,53030,318,2,320,313.37,4.63,0.1,0.04,0.04,0.23,0.52,0.1,0.14,0.06,0.54,0.02,0.21
com-,58284,40,0,40,38.99,1.01,0,0,0,0,0,0,0,0,0,0,0
com-,59499,1955,29,1984,1902.06,52.94,1.91,1.7,0.73,6.4,0.97,5.3,5.01,0.75,3.14,0.46,2.64
com-,43135,1759,14,1773,1725.81,33.19,2.35,0.64,0.36,1.65,1.93,0.52,2.01,0.26,1.67,0.92,1.68
com-,7192,234,4,238,227.79,6.21,0.53,0.17,0.22,0.86,0.37,0.35,0.51,0.13,0.24,0.19,0.41
com-,62573,3690,25,3715,3638.14,51.86,0.88,1.14,0.48,3.31,1.8,3.96,5.35,0.94,3.67,0.83,2.63
com-,41189,454,1,455,440.03,13.97,0.18,0.02,0.03,0.07,0.06,0.06,0.13,0.02,0.19,0.12,0.11
com-,76727,1114,4,1118,1088.57,25.43,0.33,0.12,0.09,0.28,0.21,0.63,0.53,0.23,0.93,0.17,0.48
com-,24515,668,49,717,651.68,16.32,6.36,0.89,1.33,10.47,17,1.06,3.34,0.34,3.28,0.58,4.35
com-,51450,447,5,452,435.77,11.23,0.96,0.21,0.17,0.48,0.54,0.43,0.46,0.12,0.69,0.22,0.73
com-,67427,327,4,331,313.38,13.62,0.26,0.23,0.12,1.13,0.41,0.17,0.22,0.08,0.26,0.68,0.44
com-,76072,744,2,746,727.01,16.99,0.16,0.06,0.05,0.14,0.1,0.32,0.26,0.12,0.47,0.09,0.24
com-,62592,553,2,555,545.23,7.77,0.07,0.09,0.04,0.26,0.14,0.32,0.43,0.08,0.29,0.07,0.21
com-,49235,371,6,377,365.98,5.02,0.72,0.18,0.2,1.19,0.74,0.23,0.42,0.18,1.05,0.19,0.89
com-,56110,767,88,855,758.05,8.95,4.63,2.42,1.73,18.12,24.83,1.92,2.08,1.55,15.14,5.11,10.47
com-,2182,123,5,128,120.22,2.78,0.66,0.14,0.18,0.62,0.18,0.42,0.65,0.17,1.02,0.34,0.61
com-,3025,1363,21,1384,1326.98,36.02,3.35,0.59,0.46,3.17,2.49,1.28,1.23,0.66,3.67,0.86,3.25
com-,8390,76,2,78,73.85,2.15,0.12,0.12,0.04,0.76,0.09,0.33,0.13,0.02,0.13,0.12,0.13
com-,56147,4808,66,4874,4751.92,56.08,3.47,1.81,1.29,13.59,18.63,1.44,1.56,1.16,11.36,3.84,7.85
com-,68382,357,23,380,339.32,17.68,1.97,2.86,0.79,5.64,4.38,1.48,1.07,0.3,0.83,2.16,1.52
com-,25114,378,8,386,362.07,15.93,0.99,0.71,0.29,0.47,1.47,1.05,0.93,0.13,0.5,0.95,0.51
com-,35089,436,11,447,428.9,7.1,0.95,0.31,0.44,1.82,1.28,0.46,0.77,0.32,2.26,0.34,2.05
com-,69076,2556,51,2607,2409.37,146.63,6.56,3.74,1.74,3.72,3.61,9.79,2.85,4.46,6.26,3.06,5.21
com-,68152,2366,62,2428,2248.84,117.16,5.32,7.71,2.13,15.21,11.82,3.99,2.87,0.81,2.23,5.81,4.09
com-,86224,1304,14,1318,1280.03,23.97,1.31,0.27,0.31,1.82,4.58,0.74,0.7,0.21,2.05,0.09,1.91
com-,29017,862,5,867,852.19,9.81,0.47,0.11,0.13,1.28,1.04,0.12,0.13,0.1,0.68,0.14,0.8
com-,33006,879,17,896,849.29,29.71,3.43,0.49,1.26,2.19,1.1,1.06,2.57,0.39,1.98,0.86,1.66
com-,58292,146,15,161,142.33,3.67,1.53,0.31,0.24,3.41,1.64,0.63,1.35,0.34,2.42,0.73,2.39
com-,65464,486,2,488,469.63,16.37,0.41,0.06,0.22,0.22,0.35,0.08,0.17,0.04,0.19,0.01,0.26
com-,28346,55,0,55,52.89,2.11,0,0,0,0,0,0,0,0,0,0,0
com-,41098,162,1,163,157.01,4.99,0.18,0.02,0.03,0.07,0.06,0.06,0.13,0.02,0.19,0.12,0.11
com-,14678,634,1,635,622.82,11.18,0.07,0.03,0.02,0.15,0.15,0.08,0.06,0.04,0.18,0.05,0.17
com-,55042,486,0,486,474.8,11.2,0,0,0,0,0,0,0,0,0,0,0
com-,67528,510,5,515,488.76,21.24,0.33,0.29,0.14,1.42,0.51,0.22,0.27,0.1,0.33,0.85,0.55
com-,2B082,35,0,35,33.91,1.09,0,0,0,0,0,0,0,0,0,0,0
com-,40326,1399,52,1451,1361.82,37.18,18.43,1.4,6.28,7.9,4.64,0.95,3.37,0.52,3.78,0.13,4.6
com-,52247,195,4,199,190.83,4.17,0.35,0.17,0.1,0.49,0.4,0.65,0.32,0.1,0.62,0.21,0.58
com-,60488,263,8,271,250.9,12.1,1.21,0.28,0.25,0.56,0.31,0.8,1.01,0.23,1.82,0.58,0.93
com-,69183,304,7,311,286.56,17.44,0.9,0.51,0.24,0.51,0.5,1.34,0.39,0.61,0.86,0.42,0.72
com-,18203,94,0,94,91.65,2.35,0,0,0,0,0,0,0,0,0,0,0
com-,42245,517,48,565,499.73,17.27,6.61,3.69,1.27,2.91,4.6,9.3,3.12,2.72,4.05,6.16,3.57
com-,76275,1766,17,1783,1725.68,40.32,1.39,0.51,0.39,1.18,0.89,2.68,2.23,0.99,3.96,0.73,2.04
com-,2148,248,4,252,242.4,5.6,0.53,0.11,0.15,0.5,0.14,0.34,0.52,0.14,0.82,0.27,0.49
com-,80213,547,8,555,540.59,6.41,1.27,0.19,0.31,1.46,0.66,0.54,0.63,0.42,1.21,0.41,0.91
com-,70519,107,2,109,104.3,2.7,0.24,0.08,0.04,0.25,0.29,0.14,0.29,0.03,0.2,0.22,0.23
com-,88123,256,2,258,249.79,6.21,0.27,0.1,0.04,0.28,0.3,0.13,0.15,0.05,0.2,0.25,0.23
com-,65191,124,5,129,119.82,4.18,1.02,0.15,0.55,0.55,0.88,0.19,0.42,0.09,0.48,0.02,0.64
com-,21237,96,1,97,92.84,3.16,0.15,0.05,0.05,0.1,0.12,0.08,0.14,0.02,0.14,0.04,0.12
com-,1366,1075,17,1092,1018.73,56.27,2.24,1.8,0.93,2.02,3.73,0.75,1.35,0.37,1.1,1.24,1.46
com-,54542,2323,32,2355,2219.18,103.82,6.12,2.93,0.85,5.19,2.42,3.4,2.62,0.51,2.65,2.16,3.15
com-,29296,1489,17,1506,1472.05,16.95,1.58,0.37,0.43,4.36,3.54,0.4,0.45,0.33,2.33,0.48,2.73
com-,70038,313,1,314,305.1,7.9,0.12,0.04,0.02,0.12,0.14,0.07,0.15,0.01,0.1,0.11,0.12
com-,42010,1686,7,1693,1629.68,56.32,0.96,0.54,0.19,0.42,0.67,1.36,0.45,0.4,0.59,0.9,0.52
com-,10212,107,1,108,102.99,4.01,0.15,0.03,0.03,0.07,0.1,0.06,0.12,0.03,0.19,0.05,0.17
com-,57676,88,0,88,82.86,5.14,0,0,0,0,0,0,0,0,0,0,0
com-,29196,2202,34,2236,2176.94,25.06,3.16,0.73,0.87,8.72,7.08,0.8,0.9,0.65,4.65,0.96,5.47
com-,34010,2866,90,2956,2743.71,122.29,7.39,4.96,10.48,18.04,9.78,5.89,19.32,1.23,4.45,1.41,7.05
com-,32063,152,11,163,147.09,4.91,1.69,0.32,1.06,2.34,2.86,0.24,0.88,0.14,0.55,0.01,0.91
com-,2392,325,1,326,317.67,7.33,0.13,0.03,0.04,0.12,0.04,0.08,0.13,0.03,0.2,0.07,0.12
com-,29005,1352,11,1363,1336.61,15.39,1.02,0.24,0.28,2.82,2.29,0.26,0.29,0.21,1.51,0.31,1.77
com-,47026,224,12,236,213.74,10.26,2.92,0.4,0.89,1.43,1.91,0.36,2.66,0.1,0.7,0.01,0.61
com-,25223,339,6,345,324.71,14.29,0.74,0.53,0.22,0.35,1.1,0.78,0.7,0.1,0.37,0.72,0.38
com-,4207,99,2,101,95.09,3.91,0.23,0.13,0.14,0.35,0.21,0.18,0.2,0.05,0.18,0.03,0.31
com-,80374,273,0,273,269.8,3.2,0,0,0,0,0,0,0,0,0,0,0
com-,78152,1596,145,1741,1462,134,24.33,4.14,4.24,11.4,6.86,13.68,19.36,6.02,33.95,4.11,16.92
com-,77504,1026,41,1067,941.29,84.71,8.06,1.31,1.01,3.11,1.71,3.59,2.47,1.5,11.03,1.88,5.32
com-,27414,772,16,788,750.2,21.8,2.02,0.35,0.46,1.14,0.88,1.4,1.51,0.4,4.37,1.64,1.83
com-,61230,2777,49,2826,2721.45,55.55,2.86,0.91,0.8,5.71,8.9,2.67,3.99,1.87,7.13,7,7.16
com-,46008,190,24,214,184.41,5.59,3.54,0.65,0.94,6.51,6.27,0.49,1.28,0.21,1.66,0.18,2.27
com-,29185,3516,33,3549,3475.98,40.02,3.07,0.71,0.84,8.47,6.87,0.78,0.87,0.63,4.52,0.93,5.31
com-,59633,226,48,274,219.88,6.12,3.17,2.82,1.2,10.59,1.6,8.77,8.29,1.24,5.2,0.75,4.37
com-,81284,1975,50,2025,1905.2,69.8,8.01,1.74,4.12,8.46,6.14,4.92,7.75,0.65,3.08,0.92,4.19
com-,50469,309,0,309,306.11,2.89,0,0,0,0,0,0,0,0,0,0,0
com-,58054,42,0,42,40.94,1.06,0,0,0,0,0,0,0,0,0,0,0
com-,61066,101,0,101,98.98,2.02,0,0,0,0,0,0,0,0,0,0,0
com-,16251,225,20,245,220.05,4.95,1.82,0.26,0.46,2.53,7.62,1.02,1.09,0.49,2.52,0.22,1.97
com-,76593,662,2,664,646.89,15.11,0.16,0.06,0.05,0.14,0.1,0.32,0.26,0.12,0.47,0.09,0.24
com-,77168,2043,121,2164,1874.32,168.68,23.79,3.88,2.98,9.18,5.04,10.58,7.28,4.44,32.56,5.56,15.71
com-,68302,741,4,745,704.31,36.69,0.34,0.5,0.14,0.98,0.76,0.26,0.19,0.05,0.14,0.37,0.26
com-,64357,58,6,64,56.18,1.82,1.37,0.16,2.14,0.6,0.49,0.1,0.29,0.03,0.24,0.01,0.58
com-,84009,1685,38,1723,1602.76,82.24,1.89,2.19,5.42,5.42,2.05,2.03,13,1.46,1.17,1.11,2.25
com-,40100,371,17,388,361.14,9.86,6.02,0.46,2.05,2.58,1.52,0.31,1.1,0.17,1.24,0.04,1.5
com-,55094,511,13,524,499.23,11.77,0.65,0.49,0.43,5.59,1.04,0.55,0.61,0.14,1.44,1,1.08
com-,80795,460,4,464,454.61,5.39,0.63,0.09,0.15,0.73,0.33,0.27,0.31,0.21,0.6,0.2,0.46
com-,8005,161,0,161,156.46,4.54,0,0,0,0,0,0,0,0,0,0,0
com-,61123,210,2,212,205.8,4.2,0.12,0.04,0.03,0.23,0.36,0.11,0.16,0.08,0.29,0.29,0.29
com-,22185,2471,62,2533,2436.22,34.78,5.18,1.27,0.99,13.54,16.09,1.72,2.42,1.28,11.48,1.36,6.68
com-,80533,2510,26,2536,2480.58,29.42,4.12,0.61,1,4.76,2.15,1.76,2.03,1.37,3.92,1.32,2.97
com-,21434,191,4,195,184.72,6.28,0.6,0.22,0.19,0.38,0.48,0.31,0.54,0.07,0.55,0.18,0.48
com-,77019,335,16,351,307.34,27.66,3.15,0.51,0.39,1.21,0.67,1.4,0.96,0.59,4.31,0.74,2.08
com-,62131,309,1,310,304.66,4.34,0.04,0.05,0.02,0.13,0.07,0.16,0.21,0.04,0.15,0.03,0.11
com-,88116,2909,128,3037,2838.45,70.55,17.46,6.64,2.77,17.61,19.09,8.15,9.34,3.45,13.06,15.77,14.65
com-,54248,97,0,97,92.67,4.33,0,0,0,0,0,0,0,0,0,0,0
com-,14309,825,3,828,810.46,14.54,0.2,0.09,0.06,0.44,0.46,0.23,0.19,0.12,0.55,0.16,0.5
com-,40053,305,14,319,296.89,8.11,4.96,0.38,1.69,2.13,1.25,0.25,0.91,0.14,1.02,0.04,1.24
com-,89040,180,5,185,172.58,7.42,0.83,0.14,0.16,0.44,0.36,0.25,0.77,0.33,0.88,0.33,0.5
com-,64115,153,3,156,148.2,4.8,0.68,0.08,1.07,0.3,0.24,0.05,0.14,0.02,0.12,0.01,0.29
com-,57325,791,49,840,744.78,46.22,4.13,6.98,1.31,13.9,5.46,5.12,3.11,0.47,2.08,3.43,3
com-,19038,1452,40,1492,1408.6,43.4,7.98,1.22,1.34,5.66,5.71,1.43,4.8,0.61,3.74,3.71,3.8
com-,19003,232,3,235,225.07,6.93,0.6,0.09,0.1,0.42,0.43,0.11,0.36,0.05,0.28,0.28,0.29
com-,55142,117,4,121,114.3,2.7,0.2,0.15,0.13,1.72,0.32,0.17,0.19,0.04,0.44,0.31,0.33
com-,88189,129,3,132,125.87,3.13,0.41,0.16,0.06,0.41,0.45,0.19,0.22,0.08,0.31,0.37,0.34
com-,21316,326,8,334,315.27,10.73,1.19,0.43,0.39,0.76,0.97,0.62,1.08,0.14,1.1,0.35,0.96
com-,62564,458,0,458,451.56,6.44,0,0,0,0,0,0,0,0,0,0,0
com-,77091,453,11,464,415.6,37.4,2.16,0.35,0.27,0.83,0.46,0.96,0.66,0.4,2.96,0.51,1.43
com-,39124,490,15,505,474.81,15.19,2.79,0.67,0.44,1.07,2.55,1.15,1.55,0.27,1.32,2.16,1.03
com-,47200,92,23,115,87.79,4.21,5.6,0.78,1.71,2.75,3.65,0.68,5.1,0.2,1.34,0.02,1.18
com-,46119,290,14,304,281.47,8.53,2.06,0.38,0.55,3.8,3.66,0.29,0.75,0.12,0.97,0.1,1.33
com-,57698,302,5,307,284.35,17.65,0.42,0.71,0.13,1.42,0.56,0.52,0.32,0.05,0.21,0.35,0.31
com-,57212,729,12,741,686.4,42.6,1.01,1.71,0.32,3.4,1.34,1.25,0.76,0.12,0.51,0.84,0.74
com-,62625,57,0,57,56.2,0.8,0,0,0,0,0,0,0,0,0,0,0
com-,77340,574,22,596,526.61,47.39,4.33,0.71,0.54,1.67,0.92,1.92,1.32,0.81,5.92,1.01,2.86
com-,22288,357,15,372,351.97,5.03,1.25,0.31,0.24,3.28,3.89,0.42,0.59,0.31,2.78,0.33,1.62
com-,17134,408,34,442,401.67,6.33,5.22,0.76,1.18,6.96,8.04,1,1.55,0.63,3.96,0.7,4.01
com-,24012,386,17,403,376.57,9.43,2.21,0.31,0.46,3.63,5.9,0.37,1.16,0.12,1.14,0.2,1.51
com-,30239,520,8,528,498.73,21.27,0.78,0.31,0.82,1.48,0.64,0.77,2.03,0.14,0.29,0.17,0.57
com-,44099,1940,24,1964,1907.9,32.1,2.26,0.74,0.72,4.83,2.01,1.59,1.18,1,5.65,1,3.02
com-,51374,26,2,28,25.35,0.65,0.38,0.08,0.07,0.19,0.21,0.17,0.18,0.05,0.28,0.09,0.29
com-,67137,5570,199,5769,5338.01,231.99,13.01,11.36,5.75,56.43,20.16,8.69,10.83,4.07,13.1,33.72,21.89
com-,88118,683,36,719,666.44,16.56,4.91,1.87,0.78,4.95,5.37,2.29,2.63,0.97,3.67,4.44,4.12
com-,68259,445,36,481,422.96,22.04,3.09,4.48,1.24,8.83,6.86,2.32,1.67,0.47,1.29,3.37,2.37
com-,72319,727,2,729,716.76,10.24,0.24,0.04,0.06,0.24,0.22,0.11,0.18,0.06,0.56,0.07,0.22
com-,39019,215,4,219,208.34,6.66,0.75,0.18,0.12,0.28,0.68,0.31,0.41,0.07,0.35,0.58,0.27
com-,2B168,1924,133,2057,1863.88,60.12,27.49,9.98,2.2,20.92,4.91,5.74,49.2,4.54,3.31,0.06,4.66
com-,47148,190,16,206,181.3,8.7,3.89,0.54,1.19,1.91,2.54,0.48,3.54,0.14,0.93,0.01,0.82
com-,34125,106,4,110,101.48,4.52,0.33,0.22,0.47,0.8,0.43,0.26,0.86,0.05,0.2,0.06,0.31
com-,64054,804,12,816,778.77,25.23,2.74,0.31,4.28,1.2,0.98,0.19,0.58,0.06,0.48,0.03,1.15
com-,63412,525,6,531,508.99,16.01,2.12,0.22,0.26,0.66,0.5,0.36,0.35,0.1,0.5,0.37,0.56
com-,2791,267,2,269,260.98,6.02,0.27,0.06,0.07,0.25,0.07,0.17,0.26,0.07,0.41,0.14,0.24
com-,8259,66,0,66,64.14,1.86,0,0,0,0,0,0,0,0,0,0,0
com-,21672,29,0,29,28.05,0.95,0,0,0,0,0,0,0,0,0,0,0
com-,59276,4525,120,4645,4402.46,122.54,7.92,7.04,3.01,26.47,3.99,21.91,20.72,3.11,13.01,1.88,10.93
com-,73205,133,0,133,128.19,4.81,0,0,0,0,0,0,0,0,0,0,0
com-,39155,70,0,70,67.83,2.17,0,0,0,0,0,0,0,0,0,0,0
com-,14516,2067,9,2076,2030.57,36.43,0.59,0.28,0.18,1.31,1.39,0.69,0.57,0.35,1.66,0.48,1.51
com-,22274,387,8,395,381.55,5.45,0.67,0.16,0.13,1.75,2.08,0.22,0.31,0.16,1.48,0.18,0.86
com-,40258,248,3,251,241.41,6.59,1.06,0.08,0.36,0.46,0.27,0.05,0.19,0.03,0.22,0.01,0.27
com-,55153,188,5,193,183.67,4.33,0.25,0.19,0.16,2.15,0.4,0.21,0.23,0.05,0.55,0.38,0.41
com-,63014,9384,889,10273,9097.87,286.13,313.61,31.99,38.32,97.69,74.17,53.21,51.98,15.22,74.76,54.88,83.17
com-,41175,1078,15,1093,1044.82,33.18,2.7,0.31,0.49,1.02,0.91,0.94,2.01,0.35,2.78,1.86,1.62
com-,61385,352,7,359,344.96,7.04,0.41,0.13,0.11,0.82,1.27,0.38,0.57,0.27,1.02,1,1.02
com-,14079,1540,45,1585,1512.86,27.14,2.95,1.41,0.92,6.53,6.94,3.44,2.87,1.74,8.3,2.38,7.54
com-,82080,1110,27,1137,1068.33,41.67,4.23,0.81,2.78,6.08,4.1,0.79,4.73,0.35,1.25,0.18,1.69
com-,28015,5827,527,6354,5603.1,223.9,95.89,13.24,14.67,35.77,19.58,40.54,87.69,23.41,112.29,32.68,51.24
com-,42243,295,2,297,285.15,9.85,0.28,0.15,0.05,0.12,0.19,0.39,0.13,0.11,0.17,0.26,0.15
